file,line,name,parent,context,author,displayName,effective_author,credit_status
TAEJLTSCompat\config.cpp,3210,JLTS_clone_comlink_342,JLTS_clone_comlink,CfgWeapons,,CWP-8 342,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3219,JLTS_clone_comlink_343,JLTS_clone_comlink,CfgWeapons,,CWP-8 343,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3228,JLTS_clone_comlink_344,JLTS_clone_comlink,CfgWeapons,,CWP-8 344,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3237,JLTS_clone_comlink_345,JLTS_clone_comlink,CfgWeapons,,CWP-8 345,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3246,JLTS_clone_comlink_346,JLTS_clone_comlink,CfgWeapons,,CWP-8 346,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3255,JLTS_clone_comlink_347,JLTS_clone_comlink,CfgWeapons,,CWP-8 347,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3264,JLTS_clone_comlink_348,JLTS_clone_comlink,CfgWeapons,,CWP-8 348,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3273,JLTS_clone_comlink_349,JLTS_clone_comlink,CfgWeapons,,CWP-8 349,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3282,JLTS_clone_comlink_350,JLTS_clone_comlink,CfgWeapons,,CWP-8 350,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3291,JLTS_clone_comlink_351,JLTS_clone_comlink,CfgWeapons,,CWP-8 351,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3300,JLTS_clone_comlink_352,JLTS_clone_comlink,CfgWeapons,,CWP-8 352,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3309,JLTS_clone_comlink_353,JLTS_clone_comlink,CfgWeapons,,CWP-8 353,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3318,JLTS_clone_comlink_354,JLTS_clone_comlink,CfgWeapons,,CWP-8 354,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3327,JLTS_clone_comlink_355,JLTS_clone_comlink,CfgWeapons,,CWP-8 355,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3336,JLTS_clone_comlink_356,JLTS_clone_comlink,CfgWeapons,,CWP-8 356,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3345,JLTS_clone_comlink_357,JLTS_clone_comlink,CfgWeapons,,CWP-8 357,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3354,JLTS_clone_comlink_358,JLTS_clone_comlink,CfgWeapons,,CWP-8 358,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3363,JLTS_clone_comlink_359,JLTS_clone_comlink,CfgWeapons,,CWP-8 359,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3372,JLTS_clone_comlink_360,JLTS_clone_comlink,CfgWeapons,,CWP-8 360,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3381,JLTS_clone_comlink_361,JLTS_clone_comlink,CfgWeapons,,CWP-8 361,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3390,JLTS_clone_comlink_362,JLTS_clone_comlink,CfgWeapons,,CWP-8 362,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3399,JLTS_clone_comlink_363,JLTS_clone_comlink,CfgWeapons,,CWP-8 363,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3408,JLTS_clone_comlink_364,JLTS_clone_comlink,CfgWeapons,,CWP-8 364,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3417,JLTS_clone_comlink_365,JLTS_clone_comlink,CfgWeapons,,CWP-8 365,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3426,JLTS_clone_comlink_366,JLTS_clone_comlink,CfgWeapons,,CWP-8 366,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3435,JLTS_clone_comlink_367,JLTS_clone_comlink,CfgWeapons,,CWP-8 367,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3444,JLTS_clone_comlink_368,JLTS_clone_comlink,CfgWeapons,,CWP-8 368,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3453,JLTS_clone_comlink_369,JLTS_clone_comlink,CfgWeapons,,CWP-8 369,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3462,JLTS_clone_comlink_370,JLTS_clone_comlink,CfgWeapons,,CWP-8 370,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3471,JLTS_clone_comlink_371,JLTS_clone_comlink,CfgWeapons,,CWP-8 371,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3480,JLTS_clone_comlink_372,JLTS_clone_comlink,CfgWeapons,,CWP-8 372,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3489,JLTS_clone_comlink_373,JLTS_clone_comlink,CfgWeapons,,CWP-8 373,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3498,JLTS_clone_comlink_374,JLTS_clone_comlink,CfgWeapons,,CWP-8 374,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3507,JLTS_clone_comlink_375,JLTS_clone_comlink,CfgWeapons,,CWP-8 375,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3516,JLTS_clone_comlink_376,JLTS_clone_comlink,CfgWeapons,,CWP-8 376,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3525,JLTS_clone_comlink_377,JLTS_clone_comlink,CfgWeapons,,CWP-8 377,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3534,JLTS_clone_comlink_378,JLTS_clone_comlink,CfgWeapons,,CWP-8 378,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3543,JLTS_clone_comlink_379,JLTS_clone_comlink,CfgWeapons,,CWP-8 379,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3552,JLTS_clone_comlink_380,JLTS_clone_comlink,CfgWeapons,,CWP-8 380,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3561,JLTS_clone_comlink_381,JLTS_clone_comlink,CfgWeapons,,CWP-8 381,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3570,JLTS_clone_comlink_382,JLTS_clone_comlink,CfgWeapons,,CWP-8 382,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3579,JLTS_clone_comlink_383,JLTS_clone_comlink,CfgWeapons,,CWP-8 383,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3588,JLTS_clone_comlink_384,JLTS_clone_comlink,CfgWeapons,,CWP-8 384,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3597,JLTS_clone_comlink_385,JLTS_clone_comlink,CfgWeapons,,CWP-8 385,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3606,JLTS_clone_comlink_386,JLTS_clone_comlink,CfgWeapons,,CWP-8 386,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3615,JLTS_clone_comlink_387,JLTS_clone_comlink,CfgWeapons,,CWP-8 387,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3624,JLTS_clone_comlink_388,JLTS_clone_comlink,CfgWeapons,,CWP-8 388,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3633,JLTS_clone_comlink_389,JLTS_clone_comlink,CfgWeapons,,CWP-8 389,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3642,JLTS_clone_comlink_390,JLTS_clone_comlink,CfgWeapons,,CWP-8 390,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3651,JLTS_clone_comlink_391,JLTS_clone_comlink,CfgWeapons,,CWP-8 391,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3660,JLTS_clone_comlink_392,JLTS_clone_comlink,CfgWeapons,,CWP-8 392,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3669,JLTS_clone_comlink_393,JLTS_clone_comlink,CfgWeapons,,CWP-8 393,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3678,JLTS_clone_comlink_394,JLTS_clone_comlink,CfgWeapons,,CWP-8 394,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3687,JLTS_clone_comlink_395,JLTS_clone_comlink,CfgWeapons,,CWP-8 395,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3696,JLTS_clone_comlink_396,JLTS_clone_comlink,CfgWeapons,,CWP-8 396,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3705,JLTS_clone_comlink_397,JLTS_clone_comlink,CfgWeapons,,CWP-8 397,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3714,JLTS_clone_comlink_398,JLTS_clone_comlink,CfgWeapons,,CWP-8 398,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3723,JLTS_clone_comlink_399,JLTS_clone_comlink,CfgWeapons,,CWP-8 399,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3732,JLTS_clone_comlink_400,JLTS_clone_comlink,CfgWeapons,,CWP-8 400,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3741,JLTS_clone_comlink_401,JLTS_clone_comlink,CfgWeapons,,CWP-8 401,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3750,JLTS_clone_comlink_402,JLTS_clone_comlink,CfgWeapons,,CWP-8 402,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3759,JLTS_clone_comlink_403,JLTS_clone_comlink,CfgWeapons,,CWP-8 403,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3768,JLTS_clone_comlink_404,JLTS_clone_comlink,CfgWeapons,,CWP-8 404,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3777,JLTS_clone_comlink_405,JLTS_clone_comlink,CfgWeapons,,CWP-8 405,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3786,JLTS_clone_comlink_406,JLTS_clone_comlink,CfgWeapons,,CWP-8 406,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3795,JLTS_clone_comlink_407,JLTS_clone_comlink,CfgWeapons,,CWP-8 407,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3804,JLTS_clone_comlink_408,JLTS_clone_comlink,CfgWeapons,,CWP-8 408,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3813,JLTS_clone_comlink_409,JLTS_clone_comlink,CfgWeapons,,CWP-8 409,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3822,JLTS_clone_comlink_410,JLTS_clone_comlink,CfgWeapons,,CWP-8 410,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3831,JLTS_clone_comlink_411,JLTS_clone_comlink,CfgWeapons,,CWP-8 411,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3840,JLTS_clone_comlink_412,JLTS_clone_comlink,CfgWeapons,,CWP-8 412,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3849,JLTS_clone_comlink_413,JLTS_clone_comlink,CfgWeapons,,CWP-8 413,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3858,JLTS_clone_comlink_414,JLTS_clone_comlink,CfgWeapons,,CWP-8 414,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3867,JLTS_clone_comlink_415,JLTS_clone_comlink,CfgWeapons,,CWP-8 415,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3876,JLTS_clone_comlink_416,JLTS_clone_comlink,CfgWeapons,,CWP-8 416,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3885,JLTS_clone_comlink_417,JLTS_clone_comlink,CfgWeapons,,CWP-8 417,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3894,JLTS_clone_comlink_418,JLTS_clone_comlink,CfgWeapons,,CWP-8 418,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3903,JLTS_clone_comlink_419,JLTS_clone_comlink,CfgWeapons,,CWP-8 419,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3912,JLTS_clone_comlink_420,JLTS_clone_comlink,CfgWeapons,,CWP-8 420,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3921,JLTS_clone_comlink_421,JLTS_clone_comlink,CfgWeapons,,CWP-8 421,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3930,JLTS_clone_comlink_422,JLTS_clone_comlink,CfgWeapons,,CWP-8 422,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3939,JLTS_clone_comlink_423,JLTS_clone_comlink,CfgWeapons,,CWP-8 423,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3948,JLTS_clone_comlink_424,JLTS_clone_comlink,CfgWeapons,,CWP-8 424,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3957,JLTS_clone_comlink_425,JLTS_clone_comlink,CfgWeapons,,CWP-8 425,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3966,JLTS_clone_comlink_426,JLTS_clone_comlink,CfgWeapons,,CWP-8 426,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3975,JLTS_clone_comlink_427,JLTS_clone_comlink,CfgWeapons,,CWP-8 427,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3984,JLTS_clone_comlink_428,JLTS_clone_comlink,CfgWeapons,,CWP-8 428,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,3993,JLTS_clone_comlink_429,JLTS_clone_comlink,CfgWeapons,,CWP-8 429,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4002,JLTS_clone_comlink_430,JLTS_clone_comlink,CfgWeapons,,CWP-8 430,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4011,JLTS_clone_comlink_431,JLTS_clone_comlink,CfgWeapons,,CWP-8 431,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4020,JLTS_clone_comlink_432,JLTS_clone_comlink,CfgWeapons,,CWP-8 432,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4029,JLTS_clone_comlink_433,JLTS_clone_comlink,CfgWeapons,,CWP-8 433,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4038,JLTS_clone_comlink_434,JLTS_clone_comlink,CfgWeapons,,CWP-8 434,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4047,JLTS_clone_comlink_435,JLTS_clone_comlink,CfgWeapons,,CWP-8 435,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4056,JLTS_clone_comlink_436,JLTS_clone_comlink,CfgWeapons,,CWP-8 436,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4065,JLTS_clone_comlink_437,JLTS_clone_comlink,CfgWeapons,,CWP-8 437,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4074,JLTS_clone_comlink_438,JLTS_clone_comlink,CfgWeapons,,CWP-8 438,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4083,JLTS_clone_comlink_439,JLTS_clone_comlink,CfgWeapons,,CWP-8 439,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4092,JLTS_clone_comlink_440,JLTS_clone_comlink,CfgWeapons,,CWP-8 440,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4101,JLTS_clone_comlink_441,JLTS_clone_comlink,CfgWeapons,,CWP-8 441,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4110,JLTS_clone_comlink_442,JLTS_clone_comlink,CfgWeapons,,CWP-8 442,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4119,JLTS_clone_comlink_443,JLTS_clone_comlink,CfgWeapons,,CWP-8 443,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4128,JLTS_clone_comlink_444,JLTS_clone_comlink,CfgWeapons,,CWP-8 444,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4137,JLTS_clone_comlink_445,JLTS_clone_comlink,CfgWeapons,,CWP-8 445,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4146,JLTS_clone_comlink_446,JLTS_clone_comlink,CfgWeapons,,CWP-8 446,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4155,JLTS_clone_comlink_447,JLTS_clone_comlink,CfgWeapons,,CWP-8 447,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4164,JLTS_clone_comlink_448,JLTS_clone_comlink,CfgWeapons,,CWP-8 448,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4173,JLTS_clone_comlink_449,JLTS_clone_comlink,CfgWeapons,,CWP-8 449,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4182,JLTS_clone_comlink_450,JLTS_clone_comlink,CfgWeapons,,CWP-8 450,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4191,JLTS_clone_comlink_451,JLTS_clone_comlink,CfgWeapons,,CWP-8 451,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4200,JLTS_clone_comlink_452,JLTS_clone_comlink,CfgWeapons,,CWP-8 452,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4209,JLTS_clone_comlink_453,JLTS_clone_comlink,CfgWeapons,,CWP-8 453,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4218,JLTS_clone_comlink_454,JLTS_clone_comlink,CfgWeapons,,CWP-8 454,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4227,JLTS_clone_comlink_455,JLTS_clone_comlink,CfgWeapons,,CWP-8 455,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4236,JLTS_clone_comlink_456,JLTS_clone_comlink,CfgWeapons,,CWP-8 456,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4245,JLTS_clone_comlink_457,JLTS_clone_comlink,CfgWeapons,,CWP-8 457,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4254,JLTS_clone_comlink_458,JLTS_clone_comlink,CfgWeapons,,CWP-8 458,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4263,JLTS_clone_comlink_459,JLTS_clone_comlink,CfgWeapons,,CWP-8 459,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4272,JLTS_clone_comlink_460,JLTS_clone_comlink,CfgWeapons,,CWP-8 460,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4281,JLTS_clone_comlink_461,JLTS_clone_comlink,CfgWeapons,,CWP-8 461,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4290,JLTS_clone_comlink_462,JLTS_clone_comlink,CfgWeapons,,CWP-8 462,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4299,JLTS_clone_comlink_463,JLTS_clone_comlink,CfgWeapons,,CWP-8 463,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4308,JLTS_clone_comlink_464,JLTS_clone_comlink,CfgWeapons,,CWP-8 464,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4317,JLTS_clone_comlink_465,JLTS_clone_comlink,CfgWeapons,,CWP-8 465,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4326,JLTS_clone_comlink_466,JLTS_clone_comlink,CfgWeapons,,CWP-8 466,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4335,JLTS_clone_comlink_467,JLTS_clone_comlink,CfgWeapons,,CWP-8 467,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4344,JLTS_clone_comlink_468,JLTS_clone_comlink,CfgWeapons,,CWP-8 468,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4353,JLTS_clone_comlink_469,JLTS_clone_comlink,CfgWeapons,,CWP-8 469,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4362,JLTS_clone_comlink_470,JLTS_clone_comlink,CfgWeapons,,CWP-8 470,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4371,JLTS_clone_comlink_471,JLTS_clone_comlink,CfgWeapons,,CWP-8 471,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4380,JLTS_clone_comlink_472,JLTS_clone_comlink,CfgWeapons,,CWP-8 472,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4389,JLTS_clone_comlink_473,JLTS_clone_comlink,CfgWeapons,,CWP-8 473,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4398,JLTS_clone_comlink_474,JLTS_clone_comlink,CfgWeapons,,CWP-8 474,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4407,JLTS_clone_comlink_475,JLTS_clone_comlink,CfgWeapons,,CWP-8 475,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4416,JLTS_clone_comlink_476,JLTS_clone_comlink,CfgWeapons,,CWP-8 476,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4425,JLTS_clone_comlink_477,JLTS_clone_comlink,CfgWeapons,,CWP-8 477,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4434,JLTS_clone_comlink_478,JLTS_clone_comlink,CfgWeapons,,CWP-8 478,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4443,JLTS_clone_comlink_479,JLTS_clone_comlink,CfgWeapons,,CWP-8 479,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4452,JLTS_clone_comlink_480,JLTS_clone_comlink,CfgWeapons,,CWP-8 480,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4461,JLTS_clone_comlink_481,JLTS_clone_comlink,CfgWeapons,,CWP-8 481,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4470,JLTS_clone_comlink_482,JLTS_clone_comlink,CfgWeapons,,CWP-8 482,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4479,JLTS_clone_comlink_483,JLTS_clone_comlink,CfgWeapons,,CWP-8 483,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4488,JLTS_clone_comlink_484,JLTS_clone_comlink,CfgWeapons,,CWP-8 484,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4497,JLTS_clone_comlink_485,JLTS_clone_comlink,CfgWeapons,,CWP-8 485,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4506,JLTS_clone_comlink_486,JLTS_clone_comlink,CfgWeapons,,CWP-8 486,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4515,JLTS_clone_comlink_487,JLTS_clone_comlink,CfgWeapons,,CWP-8 487,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4524,JLTS_clone_comlink_488,JLTS_clone_comlink,CfgWeapons,,CWP-8 488,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4533,JLTS_clone_comlink_489,JLTS_clone_comlink,CfgWeapons,,CWP-8 489,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4542,JLTS_clone_comlink_490,JLTS_clone_comlink,CfgWeapons,,CWP-8 490,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4551,JLTS_clone_comlink_491,JLTS_clone_comlink,CfgWeapons,,CWP-8 491,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4560,JLTS_clone_comlink_492,JLTS_clone_comlink,CfgWeapons,,CWP-8 492,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4569,JLTS_clone_comlink_493,JLTS_clone_comlink,CfgWeapons,,CWP-8 493,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4578,JLTS_clone_comlink_494,JLTS_clone_comlink,CfgWeapons,,CWP-8 494,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4587,JLTS_clone_comlink_495,JLTS_clone_comlink,CfgWeapons,,CWP-8 495,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4596,JLTS_clone_comlink_496,JLTS_clone_comlink,CfgWeapons,,CWP-8 496,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4605,JLTS_clone_comlink_497,JLTS_clone_comlink,CfgWeapons,,CWP-8 497,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4614,JLTS_clone_comlink_498,JLTS_clone_comlink,CfgWeapons,,CWP-8 498,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4623,JLTS_clone_comlink_499,JLTS_clone_comlink,CfgWeapons,,CWP-8 499,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4632,JLTS_clone_comlink_500,JLTS_clone_comlink,CfgWeapons,,CWP-8 500,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,4641,JLTS_clone_comlink_501,JLTS_clone_comlink,CfgWeapons,,CWP-8 501,MrClock,Inherited locally from JLTS_clone_comlink
